song_name,duration_ms,popularity,preview_url,artists,album_name,album_type,release_date,total_tracks,album_cover_url
Dan Dan Kokoro Hikareteku (Dragon Ball GT),169852,41,https://p.scdn.co/mp3-preview/8a4ef813b4b2d67ed792509b0bb590c54e674f42?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ren Avel,Eternal Ride,single,2021-04-09,6,https://i.scdn.co/image/ab67616d0000b27372b3b6ecba09e51bd3db9af6
Gomenne Gomenne,287000,50,https://p.scdn.co/mp3-preview/110e8c635026537e701fe23bcadb68400e746a00?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,0003:a galaxy odyssey,compilation,2014-06-25,13,https://i.scdn.co/image/ab67616d0000b27352c3a84b47d225ba986d135b
Canon in D,376533,58,,Various Artists,Pachelbel: Canon in D - Bach: Air on a G String - Handel: Largo from 'Xerxes' - Hallelujah Chorus - Clarke: Trumpet Voluntary,single,2009-01-01,5,https://i.scdn.co/image/ab67616d0000b273db8b4f88699f1033124ba8a5
Silent Night,131200,63,,Nat King Cole,The Christmas Song (Expanded Edition),album,1962,19,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",442172,63,https://p.scdn.co/mp3-preview/8b83ef901a39084cfe8c3c1ccf4a4567fad3da1c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Franz Schubert,Schubert,album,2019-03-15,9,https://i.scdn.co/image/ab67616d0000b273acefb30d0e24d67c03141eed
We Wish You A Merry Christmas,110666,52,https://p.scdn.co/mp3-preview/8c40d86fe9975614883068f0d89ecbe6fc2ff1a5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kidsongs,Christmas Songs for Kids,album,1993,14,https://i.scdn.co/image/ab67616d0000b273e72905e75ce94df7a976f84e
"Blue Bird (From ""Naruto Shippuden"")",100200,63,https://p.scdn.co/mp3-preview/2826833734e54489da05e32834ddbfe4670a19d8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Akano,"Blue Bird (From ""Naruto Shippuden"")",single,2020-12-22,1,https://i.scdn.co/image/ab67616d0000b273e2817269a7ca50d8a0f5c6ff
Love Of My Life - Remastered 2011,217400,61,,Queen,A Night At The Opera (Deluxe Remastered Version),album,1975-11-21,18,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a
U.N. Owen Was Her? - Flandre's Theme,189272,17,https://p.scdn.co/mp3-preview/434b98525d6c80fcfb9ad498c69ab835413deef5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mr. Dederden,Welcome to Gensokyo,album,2021-03-18,9,https://i.scdn.co/image/ab67616d0000b2731a1f20c4870523c1cf8d968a
Mice on Venus (Minecraft lofi mix),166264,28,https://p.scdn.co/mp3-preview/43e5f4579526e508b048ce6f4cdc9ba12ee93f45?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nostalgia,Mice on Venus (Minecraft lofi mix),single,2023-03-15,1,https://i.scdn.co/image/ab67616d0000b2735a94c00bb49da7868edef731
Field of Hopes and Dreams,161280,56,https://p.scdn.co/mp3-preview/3666bf7bf1dd5230e1fe7bdc6488ac5af7ac6737?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),album,2018-11-01,40,https://i.scdn.co/image/ab67616d0000b27306f2539e9993e43ae9adcc69
"Sono Chi No Sadame (from ""JoJo's Bizarre Adventure"")",266506,16,https://p.scdn.co/mp3-preview/7b29c64fa2ea78c1206934c036e06239d83c4f63?cid=38e2a4a43dbf4f63a749947cbcb26e74,Sapphire,"Sono Chi No Sadame (from ""JoJo's Bizarre Adventure"")",single,2022-08-12,1,https://i.scdn.co/image/ab67616d0000b273d720f19cd4c3a0f40c292c14
Hopes and Dreams (Undertale Remix),219933,21,https://p.scdn.co/mp3-preview/e80e167f61dce66b9aad3f57ffa58a17d54992fb?cid=38e2a4a43dbf4f63a749947cbcb26e74,GameChops,Hopes and Dreams (Undertale Remix),single,2016-01-25,1,https://i.scdn.co/image/ab67616d0000b273469f132c8baf824cbb7d0f6d
Servants of the Scourge,350044,45,https://p.scdn.co/mp3-preview/2418526f4bb5ea7abee4df7ac52b4e7540691020?cid=38e2a4a43dbf4f63a749947cbcb26e74,DM DOKURO,The Tale of a Cruel World (Calamity Original Game Soundtrack),album,2020-09-25,45,https://i.scdn.co/image/ab67616d0000b273dcb364df5080fead36fe203f
aria math (minecraft lofi),95693,31,https://p.scdn.co/mp3-preview/e8d19759983a341067bc39f353a962731e3b2204?cid=38e2a4a43dbf4f63a749947cbcb26e74,moodi maki,aria math (minecraft lofi),single,2023-09-29,1,https://i.scdn.co/image/ab67616d0000b2731084b5c6831fc1512558f847
夜に駆ける,261013,75,https://p.scdn.co/mp3-preview/5c0ebbde998ebc47606517eef95ea07cd6bbe921?cid=38e2a4a43dbf4f63a749947cbcb26e74,YOASOBI,夜に駆ける,single,2019-12-15,1,https://i.scdn.co/image/ab67616d0000b273c5716278abba6a103ad13aa7
カミイロアワセ,274506,48,https://p.scdn.co/mp3-preview/34a6c7066721dd2275e5d25378ee17262f616f1d?cid=38e2a4a43dbf4f63a749947cbcb26e74,binaria,カミイロアワセ,single,2016-08-03,4,https://i.scdn.co/image/ab67616d0000b27316cf696d7085df82f77b59f5
Hedwig's Theme,309093,64,https://p.scdn.co/mp3-preview/1716237b40d951c7dd8abdca7fdc5afaf47560fb?cid=38e2a4a43dbf4f63a749947cbcb26e74,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,compilation,2001-10-30,19,https://i.scdn.co/image/ab67616d0000b27313f982aa5c43146c3d2c1964
Futari no kimochi,159300,54,https://p.scdn.co/mp3-preview/ac0d443daa58874b6e45495ffdc4d8405626c476?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kaoru Wada,"Inuyasha Original Soundtrack Album ""Inuyasha Music Collection 3""",album,2003-10-29,31,https://i.scdn.co/image/ab67616d0000b2734e35836baaf08061bbf08cad
Die In a Fire (feat. EileMonty & Orko),185477,65,https://p.scdn.co/mp3-preview/02240c1e6826fb977c0ad8b0f91a0e87359ddc72?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Living Tombstone,Die In A Fire,single,2015-04-24,2,https://i.scdn.co/image/ab67616d0000b2734ee7f321142be1a88195c1f3
London Bridge is Falling Down,104444,49,,Little Baby Bum Nursery Rhyme Friends,"Nursery Rhymes & Children's Songs, Vol. 14 (Sing & Learn with LittleBabyBum)",album,2018-07-13,22,https://i.scdn.co/image/ab67616d0000b273fb05bb2e119155287571e2cc
FREEDOM,186106,58,,Ado,Kyougen,album,2022-01-26,14,https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560
Stardust Crusaders,307893,56,https://p.scdn.co/mp3-preview/706b11dacd0af48bc3a9514f21fa93d5ed4428e9?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure],album,2014-07-30,23,https://i.scdn.co/image/ab67616d0000b2730f391ecc755fda7734f42342
Tetris Theme (Korobeiniki),209698,36,https://p.scdn.co/mp3-preview/98306144bad7ecc5bbf977ac9812d3eded5e6637?cid=38e2a4a43dbf4f63a749947cbcb26e74,Andrew Skeet,The Greatest Video Game Music,album,2011-11-18,21,https://i.scdn.co/image/ab67616d0000b273943c113347461b66ba58d116
Join Us for a Bite,236511,74,https://p.scdn.co/mp3-preview/070966bffd02c81cf17cd58eff6f31a8aff9edd1?cid=38e2a4a43dbf4f63a749947cbcb26e74,JT Music,All Five Nights,album,2016-02-22,12,https://i.scdn.co/image/ab67616d0000b2736d2fc12969e6fc8c0e08fc08
"Fuyu No Hanashi (From ""Given"")",208783,50,https://p.scdn.co/mp3-preview/f59ec9e71600a5ebd847919f4ea402b736767aaa?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tricker,"Given, Vol. 1",single,2019,2,https://i.scdn.co/image/ab67616d0000b2737e9c84858285c837f28b1547
Shinzo wo Sasageyo!,341413,71,https://p.scdn.co/mp3-preview/9a6bffee121f2c40be36b75757cc7c6ca63048dc?cid=38e2a4a43dbf4f63a749947cbcb26e74,Linked Horizon,Shingeki no Kiseki,album,2017,11,https://i.scdn.co/image/ab67616d0000b27374164dc6fb6a320abf6a34fd
シルエット,240133,75,https://p.scdn.co/mp3-preview/06336c34ed01a09541821f1ffab227cb2e0d5bb2?cid=38e2a4a43dbf4f63a749947cbcb26e74,KANA-BOON,TIME,album,2015-01-21,12,https://i.scdn.co/image/ab67616d0000b27364be01336a8f917538a60b74
"Mysterious Messenger (From ""Mystic Messenger"". Originally Performed by Han) - Karaoke Backingtrack",237348,1,https://p.scdn.co/mp3-preview/7c8e06b828a0f24afd6a8928356ecae22ea55cba?cid=38e2a4a43dbf4f63a749947cbcb26e74,Rockaraoke,Rockaraoke Vol. 8,album,2022-11-14,35,https://i.scdn.co/image/ab67616d0000b2735dec38bcea903e63c0b18d6d
"Ground Theme (From ""Super Mario Bros. 2"")",156800,24,https://p.scdn.co/mp3-preview/6ff87ca3f61bb895d83bbec82547436c41b375bd?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lofi Lia,"Ground Theme (From ""Super Mario Bros. 2"")",single,2022-12-01,1,https://i.scdn.co/image/ab67616d0000b273b296ecd557131c6fa0531ca5
"Furina All the World's a Stage ""Genshin Impact"" - Piano Music Box",91206,28,https://p.scdn.co/mp3-preview/bc52a3fd5db23f67595d030b5cb08750f43da44d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Relaxu,"Serene Box Collection, Vol. 1",album,2023-12-08,8,https://i.scdn.co/image/ab67616d0000b273a01bc62d600fa60fd8699ce0
Unser Panzerdivision,105266,50,https://p.scdn.co/mp3-preview/b0a62021a6dcdd6fbb511556cbd7100314d1bf20?cid=38e2a4a43dbf4f63a749947cbcb26e74,Erich-Weinert-Ensemble,Hymnes et marches de la République Démocratique Allemande,album,1990-01-01,34,https://i.scdn.co/image/ab67616d0000b273bc41686b57c333d9bf77d5db
"Calamari Inkantation (From ""Splatoon"")",192159,39,https://p.scdn.co/mp3-preview/4334b41f1992e9384843264ecd9929d8e2d85ade?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mykah,"Calamari Inkantation (From ""Splatoon"")",single,2018,1,https://i.scdn.co/image/ab67616d0000b273fb31be52aa5225727ade8704
So Ist Es Immer,289680,52,https://p.scdn.co/mp3-preview/a043cf00a7dbefdcc3961af4ab57abb39787d496?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",album,2017-06-07,33,https://i.scdn.co/image/ab67616d0000b2739c44e39f1b6aafe87a6db356
Love Like You (feat. Rebecca Sugar) - End Credits,143629,75,https://p.scdn.co/mp3-preview/000c8ff7ab3f40e1126084e68a0440866ae9a10b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Steven Universe,"Steven Universe, Vol. 1 (Original Soundtrack)",album,2017-06-02,37,https://i.scdn.co/image/ab67616d0000b273e18ff29a2fe8e9c0df309fa6
"Uso (From ""Fullmetal Alchemist"") [Karaoke With Melody] - Originally Performed By SID",203240,4,https://p.scdn.co/mp3-preview/4e027e0cb042bea45fd3ccbb5e711706471678c5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Save up for a rainy day,"10 Anime Songs Everybody Should Sing, Vol. 9 (Karaoke With Melody)",album,2014-10-02,10,https://i.scdn.co/image/ab67616d0000b27328f64fd3b1322f355aeb6b9e
Sayo-Nara,157199,53,https://p.scdn.co/mp3-preview/1dc05c4037e75f80ffbae71750c5e58e84fa6f6d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Dan Salvato,Doki Doki Literature Club! (Original Soundtrack),album,2017-09-22,15,https://i.scdn.co/image/ab67616d0000b273b476857d93b23b8bb259bfb7
Turkish March Mozart,256290,33,https://p.scdn.co/mp3-preview/e631fccfd79555fc108174f0df70ceb2e35fb6b8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Baby Mozart,Drift Into Slumber,album,2002,27,https://i.scdn.co/image/ab67616d0000b273d142587bfd1845dbeda3a5f1
TADC Main Theme but its Pomni,99980,36,https://p.scdn.co/mp3-preview/de041f2e6d1d95924433971f97eac1bd2fbc2643?cid=38e2a4a43dbf4f63a749947cbcb26e74,Pomni The Amazing Digital Circus,TADC Main Theme but its Pomni,single,2023-11-23,1,https://i.scdn.co/image/ab67616d0000b273d391cc2bce490e1680717f45
Carol Of The Bells,82493,49,https://p.scdn.co/mp3-preview/63d24fb2093dc5dcb4c764e8d46ef037b4e7d676?cid=38e2a4a43dbf4f63a749947cbcb26e74,Holiday Guitar,Holiday Guitar - The Christmas Song,album,2011-12-09,20,https://i.scdn.co/image/ab67616d0000b273a2284da62eaaa01e59cd2978
Jingle Bells - Christmas Song,120000,35,,Little Baby Bum Nursery Rhyme Friends,Christmas Songs for Kids with LittleBabyBum,album,2018-12-14,15,https://i.scdn.co/image/ab67616d0000b2733cef8d1db7dec1c7fc0110ad
"Family (From ""Super Mario Galaxy"") [Piano Version]",88703,37,https://p.scdn.co/mp3-preview/e053e1374731290696d00bb269452b4429ef49ee?cid=38e2a4a43dbf4f63a749947cbcb26e74,Streaming Music Studios,Super Mario Galaxy - A Piano Collection,album,2020-10-09,33,https://i.scdn.co/image/ab67616d0000b2732499aa487466fa473f0eefe9
Flying Battery Zone (from Sonic & Knuckles),250000,33,https://p.scdn.co/mp3-preview/56cfb45d777b765e99f883f489c3e801251c0145?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,GameLark Records: SUPERSONIC,compilation,2016-03-12,17,https://i.scdn.co/image/ab67616d0000b273b7a0d75824534b01cf7d0115
Great Days,243376,60,https://p.scdn.co/mp3-preview/67970da870366ae50281a37ec74f19b7ab9283fe?cid=38e2a4a43dbf4f63a749947cbcb26e74,Karen Aoki,Great Days,single,2016-10-19,3,https://i.scdn.co/image/ab67616d0000b2730dd706c73aa79144e9c7e902
green hill zone ~ sonic the hedgehog lofi,80647,41,https://p.scdn.co/mp3-preview/f2281f5165f81f40478c1ec287b3b091dc159171?cid=38e2a4a43dbf4f63a749947cbcb26e74,Closed on Sunday,green hill zone ~ sonic the hedgehog lofi,single,2020-05-21,1,https://i.scdn.co/image/ab67616d0000b273a2808d006820932b447478e8
STAND PROUD - Dramatic Ver.,309026,30,https://p.scdn.co/mp3-preview/c67e11d78d2742af586d17491a83583e3d6fd245?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jin Hashimoto,JOJO'S BIZARRE ADVENTURE -The anthology songs 3,album,2015-05-27,8,https://i.scdn.co/image/ab67616d0000b273b27e7b15e5a77a6f83c2bcdb
"Salut d’amour, Op. 12",78346,36,https://p.scdn.co/mp3-preview/62a6fc77d355204305a8ebe4ac0fd263d9e12e61?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,"Piano Exam Pieces 2021 & 2022, ABRSM Grade 3",compilation,2020-07-09,30,https://i.scdn.co/image/ab67616d0000b2739897918bea414fec9cd09db0
Rollin’ Girl,194000,59,https://p.scdn.co/mp3-preview/c287b9a3ff146bc1785c745dbba01cf592f54023?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Exit Tunes Presents Supernova,compilation,2015-08-01,17,https://i.scdn.co/image/ab67616d0000b273efbb34560b3868d552b1b4c0
COLORS -CODE GEASS OPENING MIX-,93786,54,https://p.scdn.co/mp3-preview/75df36f1fa7f032b2da963fc4a85b3eafc622604?cid=38e2a4a43dbf4f63a749947cbcb26e74,FLOW,COLORS,single,2006,5,https://i.scdn.co/image/ab67616d0000b2735eb325d699042fa36528b804
sweden ~ minecraft lofi,84523,47,https://p.scdn.co/mp3-preview/28f379efcca5886edbc1f1e6e564f9613468cb2b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Closed on Sunday,sweden ~ minecraft lofi,single,2020-10-05,1,https://i.scdn.co/image/ab67616d0000b273c07835f202634a4fb7cc48ed
Everything Stays (feat. Olivia Olson),95058,69,https://p.scdn.co/mp3-preview/03f5ed21ea1b9caefaa07a8ffeba1a9f55324169?cid=38e2a4a43dbf4f63a749947cbcb26e74,Adventure Time,"Adventure Time, Vol. 3 (Original Soundtrack)",album,2019-05-01,50,https://i.scdn.co/image/ab67616d0000b273ef32855c467398112c07e8d4
NEXT TO YOU,225283,42,https://p.scdn.co/mp3-preview/e602f51dde4dfde3e09a7d6e8ea7ad32e67c53d9?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ken Arai,Parasyte -the maxiim- Original Soundtrack,album,2014-12-24,19,https://i.scdn.co/image/ab67616d0000b273e74fc9b5fc25df8ebd367826
Smell of the Game,306365,53,https://p.scdn.co/mp3-preview/9da77fda31dd4784df37881bd1e95e2cf8109543?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,GUILTY GEAR -STRIVE- ORIGINAL SOUND TRACK VOL.1,compilation,2021-10-01,19,https://i.scdn.co/image/ab67616d0000b273051d84b6cac537e613b6d5a9
Never Say Good Bye,238893,30,https://p.scdn.co/mp3-preview/ebcf1e374237d91fab2a25dcaa18142f8a0d04ff?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,마이걸 (Original Soundtrack),compilation,2005-12-23,12,https://i.scdn.co/image/ab67616d0000b273b11c6f193f7a6c538c574e27
Candle Queen,153208,66,https://p.scdn.co/mp3-preview/493ee50c48893647ab35cf78b1193a9c368abc95?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ghost and Pals,Candle Queen,single,2017-11-07,2,https://i.scdn.co/image/ab67616d0000b2739d701d82826f25ad3c7014f0
Once Upon a Time (Undertale),113749,26,https://p.scdn.co/mp3-preview/d7f18b18ccc3d58a9c745e4fa238856fa6011eb2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Coffee Date,Once Upon a Time (Undertale),single,2020-09-11,1,https://i.scdn.co/image/ab67616d0000b273c14344689415241d90675ccd
Guren no Yumiya,310680,69,https://p.scdn.co/mp3-preview/16186b457a6ddeb7c353167598d881631778a4a8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Linked Horizon,Shingeki no Kiseki,album,2017,11,https://i.scdn.co/image/ab67616d0000b27374164dc6fb6a320abf6a34fd
Air on a G String,289640,58,https://p.scdn.co/mp3-preview/a7a045ef21ee6918a492ad51e55351549f0f76bc?cid=38e2a4a43dbf4f63a749947cbcb26e74,HAUSER,Classic,album,2020-02-07,16,https://i.scdn.co/image/ab67616d0000b273574875c8196e704ca79605c7
Hidden In the Sand,112960,79,https://p.scdn.co/mp3-preview/a0991b95706fafa97706625669cb2fb4924d8a2c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tally Hall,Marvin's Marvelous Mechanical Museum,album,2005-10-24,17,https://i.scdn.co/image/ab67616d0000b273b9ccb466665c2ac10dc0d628
Dearly Beloved - KINGDOM HEARTS II Version-,259105,54,,Various Artists,KINGDOM HEARTS -HD 2.5 ReMIX- (Original Soundtrack),compilation,2023-02-08,103,https://i.scdn.co/image/ab67616d0000b27360cb00c3a3c5cfd33632547f
My Time,313968,63,https://p.scdn.co/mp3-preview/bf5acba611ab7f68673c6ee8802e1a6c11770f91?cid=38e2a4a43dbf4f63a749947cbcb26e74,bo en,Pale Machine,album,2013-09-06,8,https://i.scdn.co/image/ab67616d0000b27385db40d12f55be3d5df34aa4
Miku,223124,69,https://p.scdn.co/mp3-preview/e015ea09e3afbcde697903b5111178b808ed61e5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Anamanaguchi,Miku,single,2016-05-24,1,https://i.scdn.co/image/ab67616d0000b273154c3562dc92bcd302c72c9c
Squid Sisters - From Splatoon,189103,22,https://p.scdn.co/mp3-preview/4c3d4c411d57b796a1b5b3d84103e5a570ee0b74?cid=38e2a4a43dbf4f63a749947cbcb26e74,Little V.,"Epic Metal Covers, Vol. 1",album,2017-04-29,15,https://i.scdn.co/image/ab67616d0000b273d25603505fee1b44c3ed99b7
River Flows In You,188786,75,https://p.scdn.co/mp3-preview/3cd81468938f7c9d551717ad4e23816591e56fec?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yiruma,First Love (The Original & the Very First Recording),album,2001-11-27,15,https://i.scdn.co/image/ab67616d0000b2734bdb66d1335f8571240e755f
BIG SHOT,142285,61,https://p.scdn.co/mp3-preview/50e5d017552b75149c902f3666afd622c8389122?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),album,2021-09-17,47,https://i.scdn.co/image/ab67616d0000b2734e48efe54e29fa5dc5e0a0d6
Rocket Jump Waltz,40760,44,https://p.scdn.co/mp3-preview/105b68431e2457c366ee3ccc89bcf9621041305a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Valve Studio Orchestra,Fight Songs: The Music of Team Fortress 2,album,2017-04-21,33,https://i.scdn.co/image/ab67616d0000b2735195213d43bf16b2592af403
Call of Silence,178213,67,https://p.scdn.co/mp3-preview/be8b8143a89e0f569ae2c4d6c8db4afa235988d6?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",album,2017-06-07,33,https://i.scdn.co/image/ab67616d0000b2739c44e39f1b6aafe87a6db356
Goodbye To A World,328506,63,,Porter Robinson,Worlds,album,2014-08-12,12,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9
ちっぽけな愛のうた - Reprise version,291213,27,https://p.scdn.co/mp3-preview/1624b649a14e5ae99fd23f4041929af195f48128?cid=38e2a4a43dbf4f63a749947cbcb26e74,Sakurako Ohara,CAM ON!～5th Anniversary Best～,album,2019-03-06,26,https://i.scdn.co/image/ab67616d0000b27380830adbab17b209e07973ac
Sparkle - movie ver.,537653,69,https://p.scdn.co/mp3-preview/5baa4f575585cc7ea75fbfdb1d6a6976098859e9?cid=38e2a4a43dbf4f63a749947cbcb26e74,RADWIMPS,Your Name.,album,2016-08-24,27,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85
"Lost in Thoughts All Alone (From ""Fire Emblem Fates"")",313563,39,https://p.scdn.co/mp3-preview/67c3467a05c44f0a2386a35035ca541be173b60a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lizz Robinett,"Lost in Thoughts All Alone (From ""Fire Emblem Fates"")",single,2016-03-23,2,https://i.scdn.co/image/ab67616d0000b273ab90ace57ccd0185623d7ebd
Adore U,186649,66,https://p.scdn.co/mp3-preview/e41125b4badb1883014a94bd8a72079edd3438cf?cid=38e2a4a43dbf4f63a749947cbcb26e74,SEVENTEEN,SEVENTEEN 1st Mini Album ’17 CARAT’,single,2015-05-29,5,https://i.scdn.co/image/ab67616d0000b27383edaef854fd4a05016178e9
"Wiegenlied (Lullaby), Op. 98, No. 2, D. 498 (arr. for violin and piano)",66520,40,https://p.scdn.co/mp3-preview/03944a740a0a8cea9910b4e313a3ff6f3ab8dc12?cid=38e2a4a43dbf4f63a749947cbcb26e74,Takako Nishizaki,"Takako Nishizaki Plays Suzuki Evergreens, Vol. 3",album,2010-05-25,16,https://i.scdn.co/image/ab67616d0000b2735091216f3325c33d7d5f4f60
"The Lost Woods (Saria's Song) (from ""Legend of Zelda: Ocarina of Time"")",147555,27,https://p.scdn.co/mp3-preview/d1a83ea69b4728e795a0bf390dbfe484b3c2bc26?cid=38e2a4a43dbf4f63a749947cbcb26e74,Retro Crowd,Legend of Zelda Classics,album,2016-11-15,10,https://i.scdn.co/image/ab67616d0000b2738d9b6a8190c7d659fc4a727d
ワールドイズマイン-初音ミク「マジカルミライ 2021」Live- (feat. 初音ミク),254175,52,https://p.scdn.co/mp3-preview/81e227401bb95f8489551c6be6a9ed81a8d82291?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,初音ミク「マジカルミライ 2021」[Live],compilation,2023-07-20,25,https://i.scdn.co/image/ab67616d0000b273c2426afbb6e4a624e588cd21
"Bubblegum K.K. (From ""Animal Crossing: New Leaf"")",158400,50,https://p.scdn.co/mp3-preview/f7ce17fe7850fca17be9b3e54b537f485166fecb?cid=38e2a4a43dbf4f63a749947cbcb26e74,Qumu,Year 7,album,2021-09-13,21,https://i.scdn.co/image/ab67616d0000b2734366c48ae7d8dce239c62c47
"Littleroot Town (From ""Pokemon Ruby/Sapphire/Emerald"")",211021,44,https://p.scdn.co/mp3-preview/b32ab3e9a76b8a962c606260bfde327c920c9888?cid=38e2a4a43dbf4f63a749947cbcb26e74,Michael Tai,"Piano & Instrumental Works: Video Game Themes, Vol. III",album,2016-06-14,10,https://i.scdn.co/image/ab67616d0000b2732ebf422967424f8aeca4de1a
Five Nights at Freddy's Song (Metal Version) - Remastered,270276,49,https://p.scdn.co/mp3-preview/0302fbe3a4151f196e97a2390423e31520860f19?cid=38e2a4a43dbf4f63a749947cbcb26e74,MiatriSs,"Fnaf, Vol​. ​1 (Remastered)",album,2016-03-01,8,https://i.scdn.co/image/ab67616d0000b273ede33d2b08f05b36aeecbef6
"Fighting Gold (From ""Jojo's Bizarre Adventure: Golden Wind"")",253043,43,https://p.scdn.co/mp3-preview/154d97213535e6f1e7bb6ee838c0ecb7dff39cf8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Miura Jam,"Fighting Gold (From ""Jojo's Bizarre Adventure: Golden Wind"")",single,2018-12-06,1,https://i.scdn.co/image/ab67616d0000b273d7425dd748ea6ae8efd3e8e5
"Wild Side (From ""Beastars"")",155951,61,https://p.scdn.co/mp3-preview/3bb97655d710cf834b70e4c90275b4ff10a29868?cid=38e2a4a43dbf4f63a749947cbcb26e74,CyYu,"Wild Side (From ""Beastars"")",single,2020-11-26,1,https://i.scdn.co/image/ab67616d0000b2731cd5f8b0991a33c37d3dfca7
